file_x,file_y,decision,VGG-Face_cosine,VGG-Face_euclidean,VGG-Face_euclidean_l2,Facenet_cosine,Facenet_euclidean,Facenet_euclidean_l2,DeepFace_cosine,DeepFace_euclidean,DeepFace_euclidean_l2
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/BAFNIU17003\BAFNIU17003.jpg,No,0.6178,0.7157,1.1116,0.8518,12.5051,1.3052,0.4821,74.6676,0.9819
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.5958,0.5918,1.0916,0.6946,13.7014,1.1786,0.3852,68.8948,0.8777
Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.4673,0.3635,0.9667,0.673,12.6445,1.1602,0.3325,58.4196,0.8155
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.2461,0.3413,0.7016,0.4578,11.128,0.9569,0.4105,77.0472,0.9061
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4918,0.4842,0.9917,0.7806,12.8401,1.2495,0.3254,65.6057,0.8067
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,No,0.4018,0.4721,0.8964,0.7467,14.2224,1.222,0.3965,59.9533,0.8905
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,No,0.5448,0.5049,1.0439,0.7513,8.6213,1.2258,0.2566,58.598,0.7164
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,No,0.5833,0.5775,1.0801,0.8891,12.1378,1.3335,0.3254,61.1913,0.8067
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_11.JPG,No,0.3998,0.4715,0.8943,0.5943,12.4851,1.0902,0.4071,72.3938,0.9023
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,No,0.2794,0.4499,0.7475,0.6331,12.527,1.1252,0.2888,63.663,0.76
Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.3364,0.3182,0.8203,0.4898,9.7568,0.9898,0.4522,74.888,0.951
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,No,0.3456,0.505,0.8314,0.6703,13.2443,1.1578,0.3651,75.2192,0.8546
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,No,0.4444,0.5003,0.9427,0.8102,14.5065,1.273,0.288,62.9688,0.7589
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,No,0.3815,0.4239,0.8735,0.6108,8.1503,1.1052,0.577,72.1291,1.0742
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_15.JPG,No,0.4009,0.4869,0.8955,0.2992,7.4171,0.7736,0.5901,81.9609,1.0864
Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.5058,0.4397,1.0058,0.6833,12.4805,1.169,0.476,77.4973,0.9757
Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.2674,0.3461,0.7313,0.3518,8.9869,0.8388,0.2234,57.4839,0.6684
Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.6281,0.526,1.1208,0.6861,13.2641,1.1714,0.5494,75.3009,1.0483
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.3727,0.3581,0.8634,0.5251,11.0747,1.0247,0.4409,72.3183,0.9391
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,No,0.2644,0.3967,0.7272,0.2057,5.9915,0.6414,0.2689,61.6031,0.7334
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.4858,0.5791,0.9857,0.6666,12.9317,1.1546,0.3735,70.1607,0.8643
Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_12.JPG,No,0.4826,0.4859,0.9825,0.504,10.7394,1.004,0.5111,73.1099,1.0111
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.6167,0.5114,1.1106,0.6473,12.776,1.1378,0.2363,56.1823,0.6875
Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.3856,0.3684,0.8782,0.3916,9.0835,0.8849,0.3748,72.3303,0.8657
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.3813,0.4667,0.8733,0.6714,12.994,1.1588,0.4445,82.8158,0.9429
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,No,0.4385,0.5725,0.9365,0.5394,11.2391,1.0386,0.369,69.8323,0.859
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.5476,0.7067,1.0465,0.636,11.74,1.1278,0.421,74.7335,0.9176
Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4973,0.4263,0.9973,0.5947,9.824,1.0906,0.351,62.7832,0.8378
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,No,0.3862,0.5929,0.8789,0.8075,14.4924,1.2708,0.4882,78.6566,0.9882
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,No,0.4203,0.4896,0.9168,0.7247,13.1392,1.2039,0.3726,82.5309,0.8632
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_11.JPG,No,0.4591,0.4762,0.9583,0.7912,13.7268,1.2579,0.5023,74.7563,1.0023
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,No,0.6948,0.5924,1.1788,0.782,12.0354,1.2506,0.3382,76.5224,0.8225
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_3.JPG,No,0.4074,0.4777,0.9027,0.6662,13.8125,1.1543,0.2511,49.9787,0.7087
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,No,0.3739,0.5497,0.8648,0.5456,10.8049,1.0446,0.3084,72.7956,0.7854
Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,No,0.1911,0.3105,0.6182,0.4686,10.4854,0.9681,0.3943,78.7922,0.888
Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.3731,0.4499,0.8638,0.3673,8.7047,0.8571,0.3729,84.9136,0.8636
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.4244,0.5027,0.9213,0.47,9.5637,0.9695,0.4238,70.828,0.9206
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.3404,0.4239,0.8251,0.6256,12.7308,1.1185,0.3857,64.1114,0.8783
Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,No,0.706,0.5124,1.1883,0.7522,11.5242,1.2265,0.4466,77.6424,0.9451
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_6.JPG,No,0.3525,0.3807,0.8396,0.3146,7.7803,0.7932,0.3209,67.2731,0.8011
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.4338,0.3673,0.9314,0.6912,13.7278,1.1757,0.5006,80.9412,1.0006
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,No,0.2636,0.398,0.726,0.4768,10.252,0.9765,0.5027,84.2021,1.0027
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.5471,0.627,1.046,0.5739,11.3207,1.0714,0.3273,66.2466,0.8091
Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,No,0.6311,0.5341,1.1235,0.5929,7.418,1.0889,0.3091,63.0375,0.7863
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/BAFNIU17003\BAFNIU17003.jpg,No,0.5333,0.6358,1.0327,0.691,12.1935,1.1756,0.2922,64.1443,0.7645
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.323,0.5077,0.8038,0.5838,11.9474,1.0805,0.354,78.2684,0.8414
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,No,0.4295,0.4387,0.9269,0.6328,12.7058,1.125,0.5051,73.5434,1.0051
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,No,0.5615,0.6607,1.0597,0.8027,14.0424,1.2671,0.6086,94.1879,1.1033
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.5545,0.5635,1.0531,0.6807,13.3665,1.1668,0.4112,76.4208,0.9069
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,No,0.3487,0.4459,0.8351,0.667,12.3417,1.155,0.4595,75.1324,0.9586
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,No,0.3483,0.4874,0.8347,0.4727,10.2542,0.9724,0.3162,66.6806,0.7953
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,No,0.4578,0.3936,0.9569,0.4489,9.9504,0.9475,0.5019,80.6663,1.0019
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,No,0.2667,0.3985,0.7304,0.5699,11.1457,1.0676,0.5317,84.8126,1.0312
Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_12.JPG,No,0.4907,0.4677,0.9907,0.7206,13.8638,1.2005,0.4921,73.4173,0.9921
Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,No,0.587,0.6629,1.0835,0.8698,14.1854,1.319,0.5001,73.8117,1.0001
Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,No,0.4485,0.5419,0.9471,0.3822,9.1225,0.8743,0.3109,70.8075,0.7885
Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,No,0.4055,0.4911,0.9006,0.2523,6.4883,0.7104,0.4665,75.0452,0.9659
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.3537,0.3936,0.8411,0.4145,9.426,0.9105,0.4135,80.353,0.9094
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,No,0.3048,0.3693,0.7808,0.5296,9.2778,1.0292,0.484,77.7342,0.9839
Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.4492,0.4067,0.9479,0.6431,11.2214,1.1341,0.4251,82.8659,0.922
Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.5148,0.582,1.0147,0.556,11.8853,1.0545,0.3048,64.6566,0.7808
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,No,0.3212,0.507,0.8015,0.5479,11.3494,1.0468,0.4152,85.4513,0.9112
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,No,0.4331,0.5063,0.9307,0.4882,8.6512,0.9881,0.6212,103.4248,1.1147
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,No,0.3525,0.4575,0.8396,0.2623,6.3428,0.7242,0.3673,72.6379,0.8571
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.2851,0.3999,0.7551,0.4959,11.7738,0.9959,0.442,72.2493,0.9402
Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,No,0.4664,0.4915,0.9658,0.3143,6.7272,0.7928,0.4163,74.7888,0.9125
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.3528,0.4826,0.84,0.4323,10.7828,0.9298,0.3116,58.051,0.7894
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,No,0.3122,0.4312,0.7902,0.5072,11.992,1.0071,0.5501,79.4242,1.0489
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.4531,0.4511,0.9519,0.4382,10.3045,0.9362,0.5027,77.873,1.0027
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.4816,0.501,0.9814,0.4359,9.703,0.9337,0.3993,73.9434,0.8937
Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,No,0.3216,0.3771,0.802,0.4245,9.777,0.9214,0.424,80.5387,0.9209
Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_10.JPG,No,0.3248,0.4324,0.806,0.3208,7.5551,0.801,0.2776,59.728,0.7451
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,No,0.442,0.5407,0.9402,0.832,14.3131,1.29,0.5906,102.228,1.0868
Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.3068,0.4868,0.7834,0.4933,9.3836,0.9932,0.3328,62.4555,0.8158
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,No,0.3172,0.5144,0.7964,0.6795,13.9444,1.1658,0.2888,62.6427,0.7601
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.5602,0.5098,1.0585,0.6925,11.287,1.1769,0.4651,74.859,0.9644
Dataset/IU_student/ITITIU17098\ITITIU17098_12-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,No,0.435,0.4958,0.9328,0.7793,14.1761,1.2485,0.4063,80.1364,0.9014
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/BAFNIU17003\BAFNIU17003.jpg,No,0.5312,0.6918,1.0307,0.7658,14.1948,1.2376,0.3127,63.2277,0.7908
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4653,0.4212,0.9647,0.7202,12.3066,1.2002,0.4422,76.6692,0.9404
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,No,0.4499,0.4744,0.9486,0.6119,11.5569,1.1062,0.5254,86.2762,1.0251
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,No,0.3541,0.5314,0.8416,0.5775,11.1948,1.0747,0.4049,80.1565,0.8998
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,No,0.2597,0.4656,0.7207,0.6118,11.4545,1.1061,0.4641,87.0911,0.9634
Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4417,0.3471,0.9399,0.619,9.3707,1.1126,0.5359,78.3509,1.0353
Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.5472,0.4947,1.0462,0.7222,12.8467,1.2018,0.3219,77.9409,0.8024
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.3771,0.4426,0.8685,0.4337,9.6996,0.9313,0.3444,68.1108,0.83
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,No,0.2843,0.4143,0.754,0.4461,10.9263,0.9446,0.544,87.0645,1.0431
Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,No,0.4677,0.5153,0.9672,0.6248,10.3903,1.1178,0.4282,66.6403,0.9254
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.4288,0.4683,0.9261,0.7806,13.3929,1.2495,0.4907,70.7352,0.9907
Dataset/IU_student/ITITIU17098\ITITIU17098_10-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.4937,0.5502,0.9937,0.6719,13.0936,1.1592,0.4082,80.1935,0.9035
Dataset/IU_student/ITITIU17098\ITITIU17098_10-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.3347,0.4117,0.8182,0.5639,12.4153,1.0619,0.5112,98.6097,1.0112
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.5104,0.4564,1.0104,0.823,14.9003,1.283,0.4344,71.8086,0.9321
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.5778,0.6341,1.075,0.6365,12.7012,1.1283,0.3387,61.7895,0.8231
Dataset/IU_student/ITITIU17098\ITITIU17098_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.2348,0.3641,0.6853,0.5485,11.9968,1.0474,0.4631,75.8939,0.9624
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,No,0.412,0.4991,0.9078,0.7845,12.2434,1.2526,0.5459,86.8402,1.0449
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.6281,0.5573,1.1208,0.6776,13.2848,1.1641,0.3706,78.7503,0.8609
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_11.JPG,No,0.462,0.4993,0.9612,0.6392,11.9398,1.1307,0.4766,71.47,0.9763
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,No,0.3917,0.4928,0.8851,0.8333,13.39,1.291,0.3484,67.7111,0.8348
Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,No,0.2488,0.4427,0.7053,0.3324,7.473,0.8154,0.344,69.0244,0.8295
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.433,0.4493,0.9306,0.4189,9.9627,0.9153,0.2796,66.6241,0.7478
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.5547,0.5552,1.0533,0.5977,12.3147,1.0933,0.3967,75.3762,0.8907
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.4203,0.5892,0.9169,0.4913,9.2482,0.9912,0.2029,57.1211,0.637
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/BAFNIU17003\BAFNIU17003.jpg,No,0.6215,0.6645,1.1149,0.8609,13.3848,1.3121,0.2976,66.3139,0.7715
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,No,0.365,0.3834,0.8544,0.5419,10.8031,1.0411,0.2521,60.301,0.7101
Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.4613,0.4795,0.9605,0.6082,11.5448,1.1029,0.403,68.3682,0.8978
Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.3911,0.4234,0.8844,0.5197,8.622,1.0195,0.3853,74.4733,0.8779
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.3862,0.4353,0.8788,0.5422,11.8895,1.0413,0.369,68.7362,0.859
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,No,0.3951,0.662,0.889,0.4652,9.0767,0.9646,0.4406,76.1268,0.9387
Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,No,0.2957,0.3252,0.7691,0.4365,10.2163,0.9343,0.3621,69.8408,0.851
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,No,0.4595,0.4887,0.9587,0.8711,15.0298,1.3199,0.3198,69.9487,0.7997
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.2214,0.4014,0.6654,0.4107,10.6155,0.9063,0.4284,90.8376,0.9256
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.637,0.5642,1.1287,0.7982,14.6033,1.2635,0.4782,74.467,0.978
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.4542,0.4139,0.9531,0.7276,13.0858,1.2063,0.4737,81.5845,0.9733
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.5085,0.5397,1.0084,0.7161,13.4109,1.1967,0.5592,81.4649,1.0576
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4066,0.4258,0.9018,0.678,7.7005,1.1645,0.3258,63.1405,0.8072
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.5282,0.6118,1.0278,0.6399,12.9637,1.1313,0.6161,89.6289,1.11
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_3.JPG,No,0.3489,0.4138,0.8354,0.5559,12.2555,1.0544,0.3201,68.726,0.8002
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_12.JPG,No,0.4258,0.4929,0.9229,0.5742,12.3414,1.0717,0.5072,100.2996,1.0071
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,No,0.448,0.4854,0.9466,0.6715,12.1984,1.1589,0.3881,68.3148,0.881
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.4298,0.4987,0.9271,0.746,13.7755,1.2215,0.5608,70.1628,1.059
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,No,0.2518,0.4288,0.7097,0.4739,10.4994,0.9735,0.5086,78.084,1.0085
Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.4502,0.4748,0.9489,0.7156,13.3232,1.1963,0.4285,71.3857,0.9258
Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.6031,0.5223,1.0982,0.7365,12.6825,1.2136,0.3962,80.2004,0.8902
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,No,0.3883,0.5525,0.8812,0.7723,13.0205,1.2428,0.3899,75.6034,0.883
Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.51,0.4808,1.0099,0.6095,10.1936,1.1041,0.4442,78.6772,0.9425
